Eatery_ID,Eatery_Name,Eatery_Addr,Eatery_Num,Eatery_Type
5901,바베큐통족구이보쌈아라점,제주특별자치도 제주시 아란5길 19-5,,식육(숯불구이)
5902,방목흑돼지,제주특별자치도 제주시 조천읍 비자림로 649,,식육(숯불구이)
5903,백마가든,제주특별자치도 제주시 조천읍 중산간동로 347,064-783-2901,식육(숯불구이)
5904,백성원,제주특별자치도 제주시 동광로4길 1 ,064-726-5157,식육(숯불구이)
5905,백퍼갈비,제주특별자치도 제주시 화삼북로 66,,식육(숯불구이)
5906,법원골,제주특별자치도 제주시 남광북1길 3 ,064-723-6636,식육(숯불구이)
5907,베리웰와인치킨일도점,제주특별자치도 제주시 고마로 126,064-758-9252,식육(숯불구이)
5908,별오름탑동점,제주특별자치도 제주시 임항로 42,064-757-5911,식육(숯불구이)
5909,보경,제주특별자치도 제주시 흥운길 18 ,064-711-0507,식육(숯불구이)
5910,보말도삭면,제주특별자치도 제주시 선덕로3길 28,064-712-4600,식육(숯불구이)
5911,보성정육식당,제주특별자치도 제주시 동광로1길 31,064-752-7534,식육(숯불구이)
5912,복도새기,제주특별자치도 제주시 애월읍 고내로9길 1,,식육(숯불구이)
5913,본가숯불갈매기,제주특별자치도 제주시 구좌읍 세화1길 20-30,064-782-1992,식육(숯불구이)
5914,봉개포크정육식당,제주특별자치도 제주시 봉개대동6길 5-6,,식육(숯불구이)
5915,봉하깡통구이,제주특별자치도 제주시 삼무로3길 36 ,064-748-5630,식육(숯불구이)
5916,부가부가부가네얼큰이제원점,제주특별자치도 제주시 제원길 14 ,,식육(숯불구이)
5917,뼈앤돈,제주특별자치도 제주시 조천읍 조천우회로 524,,식육(숯불구이)
5918,뽈살집,제주특별자치도 제주시 한림읍 한림상로 194 ,064-796-3900,식육(숯불구이)
5919,뿔난돼지,제주특별자치도 제주시 애월읍 고내로7길 45,,식육(숯불구이)
5920,사계,제주특별자치도 제주시 동광로12길 6 ,064-757-1949,식육(숯불구이)
5921,사계진미숯불닭갈비삼화점,제주특별자치도 제주시 건주로 33,064-755-9279,식육(숯불구이)
5922,사라숯불구이,제주특별자치도 제주시 서사로 109,064-747-9200,식육(숯불구이)
5923,사려니가든,제주특별자치도 제주시 동광로23길 1,064-723-3535,식육(숯불구이)
5924,사이코우,제주특별자치도 제주시 신대로16길 44 ,,식육(숯불구이)
5925,산적,제주특별자치도 제주시 신설동길 8-10 ,,식육(숯불구이)
5926,산적대학로점,제주특별자치도 제주시 서광로32길 36 ,064-723-2332,식육(숯불구이)
5927,산호,제주특별자치도 제주시 신광로4길 17 ,064-748-0444,식육(숯불구이)
5928,삼겹구이,제주특별자치도 제주시 서광로 225,,식육(숯불구이)
5929,삼겹살동동,제주특별자치도 제주시 조천읍 신촌3길 7-2,064-782-9212,식육(숯불구이)
5930,삼다향,제주특별자치도 제주시 일주동로 242 ,064-721-5659,식육(숯불구이)
5931,삼무공원흑돼지,제주특별자치도 제주시 신대로10길 42 ,064-742-0339,식육(숯불구이)
5932,삼조삼계탕,제주특별자치도 제주시 서광로13길 12,064-752-6388,식육(숯불구이)
5933,삼촌과조카본점,제주특별자치도 제주시 흥운길 39 ,064-743-8842,식육(숯불구이)
5934,삼춘네,제주특별자치도 제주시 고산동산5길 17 ,064-724-5551,식육(숯불구이)
5935,삼춘네정육식당,제주특별자치도 제주시 화삼로1길 15,,식육(숯불구이)
5936,삼춘이야기,제주특별자치도 제주시 우정로12길 1 ,064-712-9233,식육(숯불구이)
5937,삼춘이야기노형점,제주특별자치도 제주시 광평동로 45,064-747-6692,식육(숯불구이)
5938,삼화왕갈비,제주특별자치도 제주시 화삼로1길 15,064-759-9289,식육(숯불구이)
5939,삼화포크,제주특별자치도 제주시 건주로4길 12 ,064-713-1101,식육(숯불구이)
5940,상호네숯불갈비,제주특별자치도 제주시 연신로 21 ,064-753-5512,식육(숯불구이)
5941,새마을식당제주연동점,제주특별자치도 제주시 신대로14길 52,064-748-8777,식육(숯불구이)
5942,새벽집,제주특별자치도 제주시 고마로 144 ,064-753-9275,식육(숯불구이)
5943,새손갈비,제주특별자치도 제주시 광양7길 7 ,064-759-7591,식육(숯불구이)
5944,생고기제작소제주삼화점,제주특별자치도 제주시 화삼북로 135,064-747-5592,식육(숯불구이)
5945,생고기제작소탑동점,제주특별자치도 제주시 북성로 4,064-722-5552,식육(숯불구이)
5946,생돈구이촌,제주특별자치도 제주시 월랑로2길 4,064-747-2368,식육(숯불구이)
5947,샤부돈,제주특별자치도 제주시 오남로 7-13,064-752-4005,식육(숯불구이)
5948,서귀포신용이식당,제주특별자치도 제주시 정존3길 8 ,064-748-5114,식육(숯불구이)
5949,서문뒷고기,제주특별자치도 제주시 중앙로14길 40-2 ,064-757-5733,식육(숯불구이)
5950,서민당,제주특별자치도 제주시 연신로 24,,식육(숯불구이)
5951,서서방숯불닭갈비,제주특별자치도 제주시 신광로 61,064-743-7745,식육(숯불구이)
5952,서흘포가든,제주특별자치도 제주시 선사로6길 12 ,064-726-0011,식육(숯불구이)
5953,서흘포가든서사라점,제주특별자치도 제주시 서사로 175,064-723-3396,식육(숯불구이)
5954,서흘포함덕점,제주특별자치도 제주시 조천읍 함덕30길 14-15,064-783-5025,식육(숯불구이)
5955,선인가든,제주특별자치도 제주시 조천읍 선교로 201-8,064-782-1117,식육(숯불구이)
5956,설촌명가,제주특별자치도 제주시 설촌로 11 ,,식육(숯불구이)
5957,섭지모래,제주특별자치도 제주시 천수로6길 3 ,,식육(숯불구이)
5958,세검정숯불갈비,제주특별자치도 제주시 관덕로15길 2 ,064-756-5593,식육(숯불구이)
5959,세광양대창제주연동점,제주특별자치도 제주시 신대로16길 39,064-748-1248,식육(숯불구이)
5960,세남매,제주특별자치도 제주시 삼성로 92 ,064-722-7892,식육(숯불구이)
5961,세화오리촌,제주특별자치도 제주시 구좌읍 세화1길 29,,식육(숯불구이)
5962,소,제주특별자치도 제주시 신대로20길 46,,식육(숯불구이)
5963,송림원,제주특별자치도 제주시 애월읍 천덕로 309,064-799-4000,식육(숯불구이)
5964,송이축산정육식당,제주특별자치도 제주시 신산로 52-1,064-725-2242,식육(숯불구이)
5965,송키,제주특별자치도 제주시 연삼로 344 ,064-751-8892,식육(숯불구이)
5966,솥불판고기,제주특별자치도 제주시 수덕5길 42,064-745-8900,식육(숯불구이)
5967,쇠오름참숯한우정육식당,제주특별자치도 제주시 고마로1길 26,,식육(숯불구이)
5968,수니네국수,제주특별자치도 제주시 월랑로 96,,식육(숯불구이)
5969,수목원,제주특별자치도 제주시 연화로 57 ,064-744-1323,식육(숯불구이)
5970,수창닭갈비일도점,제주특별자치도 제주시 천수동로 19 ,064-713-6692,식육(숯불구이)
5971,숙성의미껍데기제주일도점,제주특별자치도 제주시 고마로 95 ,064-723-3883,식육(숯불구이)
5972,숙성정육식당,제주특별자치도 제주시 신광로 36,064-748-9293,식육(숯불구이)
5973,숙자네숟가락젓가락,제주특별자치도 제주시 구좌읍 세평항로 45-2,064-783-5292,식육(숯불구이)
5974,순덕이네왕갈비,제주특별자치도 제주시 진남로10길 34,064-755-4517,식육(숯불구이)
5975,순정감자,제주특별자치도 제주시 서광로32길 27-5 ,,식육(숯불구이)
5976,순창갈비,제주특별자치도 제주시 신광로4길 11 ,064-747-6444,식육(숯불구이)
5977,순풍해장국이도점,제주특별자치도 제주시 남광로2길 43 ,064-726-9966,식육(숯불구이)
5978,술깡패,제주특별자치도 제주시 서사로 12 ,,식육(숯불구이)
5979,술이달아,제주특별자치도 제주시 다랑곶길 19 ,064-746-1427,식육(숯불구이)
5980,숯불애,제주특별자치도 제주시 한경면 녹차분재로 504,,식육(숯불구이)
5981,슁켄하우스화북공단점,제주특별자치도 제주시 화남로 65,,식육(숯불구이)
5982,스시권,제주특별자치도 제주시 노형로 401 ,064-747-9288,식육(숯불구이)
5983,시로코,제주특별자치도 제주시 용마서1길 27-7,064-742-0700,식육(숯불구이)
5984,식객노형정육식당,제주특별자치도 제주시 월랑로 30 ,064-749-5141,식육(숯불구이)
5985,신마포갈매기제주시청점,제주특별자치도 제주시 신성로13길 31,,식육(숯불구이)
5986,신엄시골밥집,제주특별자치도 제주시 애월읍 일주서로 6690,064-799-9282,식육(숯불구이)
5987,신의뒷고기전문점,제주특별자치도 제주시 연수로5길 2 ,064-755-9289,식육(숯불구이)
5988,신의한근,제주특별자치도 제주시 원당로 44-1,064-724-1087,식육(숯불구이)
5989,신촌오면돈돼지,제주특별자치도 제주시 조천읍 신촌5길 13,064-782-0798,식육(숯불구이)
5990,쌍팔련도,제주특별자치도 제주시 연수로1길 2 ,,식육(숯불구이)
5991,썬더치킨노형점,제주특별자치도 제주시 월랑로10길 11 ,064-744-0681,식육(숯불구이)
5992,아구에반하다,제주특별자치도 제주시 신대로20길 17,,식육(숯불구이)
5993,아궁이연탄집,제주특별자치도 제주시 도남로 12-1 ,064-702-0992,식육(숯불구이)
5994,아라대패,제주특별자치도 제주시 인다2길 12,,식육(숯불구이)
5995,아라돼지외도점,제주특별자치도 제주시 우령8길 23,,식육(숯불구이)
5996,아라돼지인제점,제주특별자치도 제주시 고마로 66 ,064-702-5285,식육(숯불구이)
5997,아라리옛날삼겹살,제주특별자치도 제주시 인다3길 8,,식육(숯불구이)
5998,아라미당한우전문점,제주특별자치도 제주시 아연로 595,064-751-2266,식육(숯불구이)
5999,아라숯불갈비,제주특별자치도 제주시 중앙로 555 ,064-725-8592,식육(숯불구이)
6000,아리헌오리,제주특별자치도 제주시 중앙로8길 3 ,064-758-7356,식육(숯불구이)
6001,알콩달콩,제주특별자치도 제주시 애월읍 애월로11길 16 ,064-799-7030,식육(숯불구이)
6002,앞오름돼지촌,제주특별자치도 제주시 구좌읍 중산간동로 2258,,식육(숯불구이)
6003,애담한우,제주특별자치도 제주시 서광로 46-10,,식육(숯불구이)
6004,애월맛집제주대박이네,제주특별자치도 제주시 애월읍 일주서로 7053,064-748-3100,식육(숯불구이)
6005,애월명태조림,제주특별자치도 제주시 애월읍 애월로 130-1,064-799-3663,식육(숯불구이)
6006,야미야미한림점,제주특별자치도 제주시 한림읍 명랑로 10,,식육(숯불구이)
6007,양반집,제주특별자치도 제주시 가령로1길 3 ,,식육(숯불구이)
6008,양푼이막창용담점,제주특별자치도 제주시 남성로 43 ,064-752-0592,식육(숯불구이)
6009,어게인스쿨승진,제주특별자치도 제주시 용문로21길 1,,식육(숯불구이)
6010,어디가코용담점,제주특별자치도 제주시 남성로 54 ,064-711-5175,식육(숯불구이)
6011,어머니밥상,제주특별자치도 제주시 애월읍 넙은밧길 106,,식육(숯불구이)
6012,어사촌도야지,제주특별자치도 제주시 애월읍 천덕로 440-6,064-799-5559,식육(숯불구이)
6013,어우렁더우렁,제주특별자치도 제주시 진동로5길 40 ,064-724-9692,식육(숯불구이)
6014,어장관리,제주특별자치도 제주시 귀아랑길 23 ,064-747-8292,식육(숯불구이)
6015,억소리갈비,제주특별자치도 제주시 용화로 36 ,064-712-9400,식육(숯불구이)
6016,억조할망네각제기국,제주특별자치도 제주시 우령서로 75 ,064-702-8289,식육(숯불구이)
6017,엄마공간,제주특별자치도 제주시 조천읍 함덕13길 4,,식육(숯불구이)
6018,엄쟁이족발,제주특별자치도 제주시 월랑로6길 38 ,,식육(숯불구이)
6019,엔,제주특별자치도 제주시 국기로 25 ,064-745-9233,식육(숯불구이)
6020,엘리와젬마의치킨스토리,제주특별자치도 제주시 서광로29길 13,064-723-2868,식육(숯불구이)
6021,엠제이돼지본점,제주특별자치도 제주시 신성로 103 ,064-702-4808,식육(숯불구이)
6022,엠제이돼지용담점,제주특별자치도 제주시 용담로 68 ,064-711-1166,식육(숯불구이)
6023,엠추로,제주특별자치도 제주시 은남4길 46 ,064-743-8892,식육(숯불구이)
6024,여기제주,제주특별자치도 제주시 서광로19길 33 ,064-752-3719,식육(숯불구이)
6025,연동고을,제주특별자치도 제주시 신광로10길 25,064-721-2100,식육(숯불구이)
6026,연동박가네,제주특별자치도 제주시 삼무로9길 15 ,064-711-2227,식육(숯불구이)
6027,연동본가연동점,제주특별자치도 제주시 삼무로 11 ,064-748-3989,식육(숯불구이)
6028,연동한우,제주특별자치도 제주시 신광로4길 10 ,064-749-0096,식육(숯불구이)
6029,연리지가든,제주특별자치도 제주시 한경면 두조로 190-20,,식육(숯불구이)
6030,연탄과친한돼지,제주특별자치도 제주시 원노형로 61,064-744-1516,식육(숯불구이)
6031,오고정포차,제주특별자치도 제주시 서광로 248 ,,식육(숯불구이)
6032,오늘은고기아라이도점,제주특별자치도 제주시 신설로11길 2-2,,식육(숯불구이)
6033,오늘은고기한림점,제주특별자치도 제주시 한림읍 한림중앙로 46,,식육(숯불구이)
6034,오늘은막창먹자,제주특별자치도 제주시 동고산로 11,064-725-9283,식육(숯불구이)
6035,오도가든,제주특별자치도 제주시 오광로6길 3,,식육(숯불구이)
6036,오라돈돈,제주특별자치도 제주시 사평4길 44 ,064-744-7347,식육(숯불구이)
6037,오륙도,제주특별자치도 제주시 관덕로15길 10 ,064-758-7440,식육(숯불구이)
6038,오르막가든,제주특별자치도 제주시 오일장중길 41 ,064-742-0588,식육(숯불구이)
6039,오막살이,제주특별자치도 제주시 애월읍 하귀11길 3-8,064-713-3287,식육(숯불구이)
6040,오여사네밥술집,제주특별자치도 제주시 승천로 7 ,064-702-6949,식육(숯불구이)
6041,옥돈지,제주특별자치도 제주시 임항로 280 ,064-723-1881,식육(숯불구이)
6042,올래정육식당,제주특별자치도 제주시 테우해안로 166,,식육(숯불구이)
6043,옵데강숯불갈비,제주특별자치도 제주시 신산로3길 1 ,064-758-5775,식육(숯불구이)
6044,와꿀,제주특별자치도 제주시 연동10길 13,,식육(숯불구이)
6045,왕부뚜막,제주특별자치도 제주시 오복4길 9 ,064-725-2147,식육(숯불구이)
6046,왕생가든,제주특별자치도 제주시 연신로 261-3,,식육(숯불구이)
6047,외도그린포크정육식당,제주특별자치도 제주시 우정로11길 9,,식육(숯불구이)
6048,외도우렁이쌈밥,제주특별자치도 제주시 우정로13길 9 ,,식육(숯불구이)
6049,요리하는영태씨,제주특별자치도 제주시 애월읍 하귀로 65,,식육(숯불구이)
6050,요망진도세기,제주특별자치도 제주시 애월읍 애월로11길 22,,식육(숯불구이)
6051,요메기섬현재식당,제주특별자치도 제주시 도두항길 10 ,064-794-5139,식육(숯불구이)
6052,용,제주특별자치도 제주시 연수로4길 22 ,064-757-2281,식육(숯불구이)
6053,우대박,제주특별자치도 제주시 우령2길 52,064-748-8890,식육(숯불구이)
6054,우도흑돼지,제주특별자치도 제주시 임항로 259,,식육(숯불구이)
6055,우랭이숯불생구이,제주특별자치도 제주시 우정로11길 6 ,064-712-1110,식육(숯불구이)
6056,우리동네숯불갈비,제주특별자치도 제주시 추자면 추자로 10-2,064-742-3562,식육(숯불구이)
6057,우리양,제주특별자치도 제주시 성신로1길 23,,식육(숯불구이)
6058,우리정육구이,제주특별자치도 제주시 천수로6길 1 ,064-757-0097,식육(숯불구이)
6059,우일갈비1호점,제주특별자치도 제주시 관덕로15길 30-1 ,,식육(숯불구이)
6060,우창갈비,제주특별자치도 제주시 원노형3길 6 ,064-712-2016,식육(숯불구이)
6061,운산,제주특별자치도 제주시 북성로 28 ,064-758-0330,식육(숯불구이)
6062,웃뜨르우리돼지,제주특별자치도 제주시 한경면 연명로 2,,식육(숯불구이)
6063,원조동래국밥,제주특별자치도 제주시 신산로 54 ,064-722-7582,식육(숯불구이)
6064,원조부안집일도점,제주특별자치도 제주시 고마로 92,,식육(숯불구이)
6065,유가네한우곰탕,제주특별자치도 제주시 추자면 추자로 50,064-742-4266,식육(숯불구이)
6066,유노,제주특별자치도 제주시 흥운길 19,064-711-2239,식육(숯불구이)
6067,육도담,제주특별자치도 제주시 도남로 59 ,064-752-9298,식육(숯불구이)
6068,육오구연탄구이,제주특별자치도 제주시 조공포길 53,,식육(숯불구이)
6069,윤가네흑돼지대패삼겹살,제주특별자치도 제주시 조천읍 신북로 572,,식육(숯불구이)
6070,이도본가,제주특별자치도 제주시 남광북1길 30 ,064-722-6717,식육(숯불구이)
6071,이도숯불갈비,제주특별자치도 제주시 구남로6길 23,064-722-9595,식육(숯불구이)
6072,이도태정,제주특별자치도 제주시 고전길 10 ,064-721-2422,식육(숯불구이)
6073,이도해장앤수육,제주특별자치도 제주시 도남로 134,,식육(숯불구이)
6074,이모네보리밥집,제주특별자치도 제주시 월랑로6길 42 ,064-742-1566,식육(숯불구이)
6075,이모횟집,제주특별자치도 제주시 도령로11길 26-5,064-744-5274,식육(숯불구이)
6076,이쯔모,제주특별자치도 제주시 연동4길 12 ,,식육(숯불구이)
6077,인다생구이,제주특별자치도 제주시 인다5길 56-10,064-755-1970,식육(숯불구이)
6078,인생곱창,제주특별자치도 제주시 남광로 72,064-755-6588,식육(숯불구이)
6079,인쌩맥주제주시청점,제주특별자치도 제주시 광양8길 7,,식육(숯불구이)
6080,인자숯불갈비,제주특별자치도 제주시 원남6길 54,,식육(숯불구이)
6081,인화계,제주특별자치도 제주시 고마로14길 13,,식육(숯불구이)
6082,일맥샤브,제주특별자치도 제주시 중앙로14길 40-8 ,064-726-3999,식육(숯불구이)
6083,일번가,제주특별자치도 제주시 중앙로24길 7 ,064-726-6233,식육(숯불구이)
6084,일성흑돼지촌,제주특별자치도 제주시 한림읍 한림로 127,064-796-8400,식육(숯불구이)
6085,일오삼가든,제주특별자치도 제주시 진남로8길 13,064-723-0153,식육(숯불구이)
6086,일출갈비,제주특별자치도 제주시 한림읍 월령안길 5-7 ,,식육(숯불구이)
6087,일품순두부애월점,제주특별자치도 제주시 애월읍 애월해안로 176,064-799-1558,식육(숯불구이)
6088,자비,제주특별자치도 제주시 다랑곶4길 48,064-712-8624,식육(숯불구이)
6089,장모술상,제주특별자치도 제주시 우정로11길 14 ,064-749-0023,식육(숯불구이)
6090,장씨네,제주특별자치도 제주시 서사로 78 ,064-722-2992,식육(숯불구이)
6091,장충동비엔에프왕족발보쌈한림점,제주특별자치도 제주시 한림읍 명랑로 36,,식육(숯불구이)
6092,장충왕족발,제주특별자치도 제주시 은남4길 2 ,064-744-2815,식육(숯불구이)
6093,전이야기,제주특별자치도 제주시 우정로 44 ,,식육(숯불구이)
6094,정담,제주특별자치도 제주시 구남로8길 6 ,064-758-2334,식육(숯불구이)
6095,정담오리회전숯불구이,제주특별자치도 제주시 우령서로 73,,식육(숯불구이)
6096,정씨네소몰이,제주특별자치도 제주시 동광로9길 43,064-722-1580,식육(숯불구이)
6097,정씨네소몰이일도점,제주특별자치도 제주시 신설로2길 5-7,064-755-1580,식육(숯불구이)
6098,정육마당,제주특별자치도 제주시 서사로 183,,식육(숯불구이)
6099,정주네식당,제주특별자치도 제주시 중앙로1길 22 ,064-755-2892,식육(숯불구이)
6100,정준오리,제주특별자치도 제주시 오복3길 1 ,064-722-0062,식육(숯불구이)
6101,정한토속삼계탕원조설렁탕,제주특별자치도 제주시 신대로18길 16 ,064-755-5200,식육(숯불구이)
6102,정현갈비,제주특별자치도 제주시 북성로 70 ,,식육(숯불구이)
6103,제원칼집,제주특별자치도 제주시 제원길 19 ,064-746-5377,식육(숯불구이)
6104,제주객주리조림,제주특별자치도 제주시 도남로 32 ,064-725-2120,식육(숯불구이)
6105,제주공항본점공항뚝배기,제주특별자치도 제주시 연삼로 31 ,064-749-1776,식육(숯불구이)
6106,제주깜돈,제주특별자치도 제주시 조천읍 신북로 525,,식육(숯불구이)
6107,제주노형흑돼지,제주특별자치도 제주시 월산북길 46,,식육(숯불구이)
6108,제주늘봄,제주특별자치도 제주시 고사마루길 6 ,064-742-7712,식육(숯불구이)
6109,제주도그릴,제주특별자치도 제주시 조천읍 일주동로 817,064-783-1190,식육(숯불구이)
6110,제주돈2호점,제주특별자치도 제주시 인다2길 22,064-722-9566,식육(숯불구이)
6111,제주돈대패삼겹살,제주특별자치도 제주시 지석9길 5,,식육(숯불구이)
6112,제주돈삼겹중앙점,제주특별자치도 제주시 남성로26길 34,,식육(숯불구이)
6113,제주돈아고내점,제주특별자치도 제주시 애월읍 애월해안로 212-1,,식육(숯불구이)
6114,제주몽니,제주특별자치도 제주시 국기중길 25 ,064-713-8300,식육(숯불구이)
6115,제주미친흑돈,제주특별자치도 제주시 한림읍 한림해안로 534,,식육(숯불구이)
6116,제주바베큐하우스,제주특별자치도 제주시 흥운길 61 ,064-742-3730,식육(숯불구이)
6117,제주벽돌집제주본점,제주특별자치도 제주시 광양10길 12,064-702-4254,식육(숯불구이)
6118,제주복돼지,제주특별자치도 제주시 신산로2길 3 ,064-725-0141,식육(숯불구이)
6119,제주삼겹목살고기배달천하,제주특별자치도 제주시 도공로 14-9,,식육(숯불구이)
6120,제주서서갈비,제주특별자치도 제주시 광평동로 39,,식육(숯불구이)
6121,제주애월회관,제주특별자치도 제주시 애월읍 애월로 38,,식육(숯불구이)
6122,제주영재숯불,제주특별자치도 제주시 신광로10길 23 ,064-748-0521,식육(숯불구이)
6123,제주옛돈,제주특별자치도 제주시 오라로 152-1,064-725-9222,식육(숯불구이)
6124,제주장터,제주특별자치도 제주시 서천길 24,064-712-6901,식육(숯불구이)
6125,제주정낭집,제주특별자치도 제주시 지석11길 6 ,064-723-4900,식육(숯불구이)
6126,제주정식,제주특별자치도 제주시 연화로2길 22-1 ,064-713-3509,식육(숯불구이)
6127,제주제라진통닭,제주특별자치도 제주시 신설로 3,,식육(숯불구이)
6128,제주지현정식닭갈비,제주특별자치도 제주시 수덕9길 82-5 ,064-712-7177,식육(숯불구이)
6129,제주청정원한우마당,제주특별자치도 제주시 신대로14길 42 ,,식육(숯불구이)
6130,제주축산농협한우프라자삼화점,제주특별자치도 제주시 건주로 45,064-758-5201,식육(숯불구이)
6131,제주축산농협한우프라자아라점,제주특별자치도 제주시 중앙로 415 ,064-726-5671,식육(숯불구이)
6132,제주한우곱창,제주특별자치도 제주시 신대로 165,,식육(숯불구이)
6133,제주한우리,제주특별자치도 제주시 고사마루길 10 ,064-744-9000,식육(숯불구이)
6134,제주함덕저팔계깡통연탄구이,제주특별자치도 제주시 조천읍 신북로 531,064-783-1950,식육(숯불구이)
6135,제주해룡,제주특별자치도 제주시 번영로 476 ,,식육(숯불구이)
6136,제주형제고깃집,제주특별자치도 제주시 광평중길 5 ,064-772-5555,식육(숯불구이)
6137,제주황금복돼지,제주특별자치도 제주시 동한두기길 1 ,,식육(숯불구이)
6138,제주흑돼지마씸,제주특별자치도 제주시 탑동로 18,064-726-2656,식육(숯불구이)
6139,조실장회센타,제주특별자치도 제주시 고산동산6길 4 ,064-756-9328,식육(숯불구이)
6140,조우하다,제주특별자치도 제주시 연신로 157,,식육(숯불구이)
6141,조천깡통구이,제주특별자치도 제주시 조천읍 신북로 263,064-749-3735,식육(숯불구이)
6142,족가,제주특별자치도 제주시 광양9길 33 ,064-724-3828,식육(숯불구이)
6143,족발야시장일도점,제주특별자치도 제주시 고마로 145,,식육(숯불구이)
6144,종달돈가,제주특별자치도 제주시 구좌읍 종달논길 18,,식육(숯불구이)
6145,좋아좋아숯불갈비본점,제주특별자치도 제주시 북성로 12 ,064-752-8865,식육(숯불구이)
6146,주력,제주특별자치도 제주시 서광로32길 16 ,,식육(숯불구이)
6147,주식회사 숙성도,제주특별자치도 제주시 원노형로 41 ,064-746-9233,식육(숯불구이)
6148,주식회사돈사촌,제주특별자치도 제주시 서사로 7 ,064-722-9285,식육(숯불구이)
6149,주식회사바다를본돼지,제주특별자치도 제주시 한경면 판포1길 16,,식육(숯불구이)
6150,주식회사오병장,제주특별자치도 제주시 벌랑길 8,064-724-0092,식육(숯불구이)
6151,진대감,제주특별자치도 제주시 광평동로 45 ,,식육(숯불구이)
6152,진돼지,제주특별자치도 제주시 은수길 65,064-746-1542,식육(숯불구이)
6153,집나간왕새우바람난조개구이,제주특별자치도 제주시 고마로 126 ,,식육(숯불구이)
6154,징기스이도점,제주특별자치도 제주시 승천로 68,064-722-6155,식육(숯불구이)
6155,짜투리숯불구이,제주특별자치도 제주시 서광로29길 8,,식육(숯불구이)
6156,짝치즈등갈비,제주특별자치도 제주시 신대로16길 56,,식육(숯불구이)
6157,짱숯불갈비,제주특별자치도 제주시 신대로14길 38 ,,식육(숯불구이)
6158,짱저팔계깡통구이제주선흘점,제주특별자치도 제주시 조천읍 우진오름길 134,,식육(숯불구이)
6159,쫑그네,제주특별자치도 제주시 용담로 44 ,064-711-9010,식육(숯불구이)
6160,차롱밥상,제주특별자치도 제주시 서광로5길 35 ,,식육(숯불구이)
6161,차오름,제주특별자치도 제주시 신산로9길 25,064-723-8255,식육(숯불구이)
6162,참돼지깡통구이,제주특별자치도 제주시 연화로3길 10 ,064-742-3392,식육(숯불구이)
6163,참맛나흑돼지,제주특별자치도 제주시 신대로8길 29 ,064-747-5505,식육(숯불구이)
6164,참사랑전복해물탕,제주특별자치도 제주시 연동10길 3 ,064-713-4775,식육(숯불구이)
6165,참살이정육식당,제주특별자치도 제주시 고마로14길 14 ,064-752-6118,식육(숯불구이)
6166,참치대가,제주특별자치도 제주시 연삼로 336 ,064-723-1555,식육(숯불구이)
6167,천둥소리,제주특별자치도 제주시 원남6길 5 ,064-723-9200,식육(숯불구이)
6168,천우가든,제주특별자치도 제주시 서사로20길 37-1 ,,식육(숯불구이)
6169,천지연무태장어천지연,제주특별자치도 제주시 연삼로 461 ,064-725-8877,식육(숯불구이)
6170,천하육회,제주특별자치도 제주시 연동7길 26 ,064-744-4884,식육(숯불구이)
6171,천하장사뷔페,제주특별자치도 제주시 제원1길 23,064-745-8998,식육(숯불구이)
6172,철이네정육식당,제주특별자치도 제주시 구좌읍 종달로 53,,식육(숯불구이)
6173,철판구이삼다돈외도점,제주특별자치도 제주시 우정로 44,064-743-7904,식육(숯불구이)
6174,청노루,제주특별자치도 제주시 서사로21길 23-1,064-758-1592,식육(숯불구이)
6175,청담집,제주특별자치도 제주시 월랑로 83,064-748-9285,식육(숯불구이)
6176,청산에살자제주본점,제주특별자치도 제주시 제원길 7 ,064-745-0555,식육(숯불구이)
6177,청오돼지들의세상,제주특별자치도 제주시 다랑곶4길 34 ,064-744-9203,식육(숯불구이)
6178,청진동해물탕함덕점,제주특별자치도 제주시 조천읍 함덕20길 19 ,064-782-9292,식육(숯불구이)
6179,초대창일도직영점,제주특별자치도 제주시 고마로 147,064-722-7292,식육(숯불구이)
6180,초량화성,제주특별자치도 제주시 연수로1길 4 ,064-758-2727,식육(숯불구이)
6181,최부자,제주특별자치도 제주시 승천로 17,,식육(숯불구이)
6182,최씨네단골갈비,제주특별자치도 제주시 용남3길 2 ,064-755-3539,식육(숯불구이)
6183,추담골본점,제주특별자치도 제주시 광평동로 19 ,064-749-8008,식육(숯불구이)
6184,추렴,제주특별자치도 제주시 조천읍 신북로 24-1,064-783-6360,식육(숯불구이)
6185,추사밥상월정,제주특별자치도 제주시 중앙로 502,064-756-7892,식육(숯불구이)
6186,추자바다숯불갈비,제주특별자치도 제주시 추자면 추자로 94-1,064-742-8953,식육(숯불구이)
6187,추자섬,제주특별자치도 제주시 추자면 대서2길 10,,식육(숯불구이)
6188,추자회소랑,제주특별자치도 제주시 신설로9길 46-3 ,064-725-5155,식육(숯불구이)
6189,춤추는오병장5중대,제주특별자치도 제주시 월광로 147 ,064-722-0092,식육(숯불구이)
6190,충민정,제주특별자치도 제주시 남성로 26-1 ,064-726-5292,식육(숯불구이)
6191,충세흑돼지정육싱당도련점,제주특별자치도 제주시 삼봉로 110,064-747-6041,식육(숯불구이)
6192,치킨더홈앤을찌로떡볶이,제주특별자치도 제주시 도남로7길 45-1 ,,식육(숯불구이)
6193,칠돈가,제주특별자치도 제주시 서천길 1,064-727-9092,식육(숯불구이)
